race_name,race_category,age_category,runner_name,time,overall_rank,category_rank
Haramara,33K,20-34,Adrian GUTIERREZ,05:43:00,86,53
Haramara,33K,20-34,Cristian BASILIO MARTINEZ,05:43:29,87,54
Haramara,33K,20-34,Hector Fabian ROMERO OROZCO,05:44:39,88,55
Haramara,33K,20-34,Emilio RODRIGUEZ HERRERA,05:46:42,89,56
Haramara,33K,20-34,Javier TORRES,05:47:17,91,57
Haramara,33K,20-34,Bruno PAYAN,05:52:41,96,58
Haramara,33K,20-34,Carlos Setgey TRUJEQUE NAVARRETE,05:54:52,99,59
Haramara,33K,20-34,Javier RUIZ,05:55:03,100,60
Haramara,33K,20-34,Eduardo GUILLEN,05:56:05,101,61
Haramara,33K,20-34,Wendy Jhoana MONTENEGRO URREGO,05:59:01,103,62
Haramara,33K,20-34,Ximena MALO,05:59:55,104,63
Haramara,33K,20-34,Anette Larissa ALVAREZ GARCIA,06:01:04,109,64
Haramara,33K,20-34,Eduardo Alberto LARIOS BALTAZAR,06:01:32,111,65
Haramara,33K,20-34,Fernanda CABRERA,06:09:22,118,66
Haramara,33K,20-34,Daniel RODRIGUEZ,06:13:08,122,67
Haramara,33K,20-34,Diego GONZALEZ FARIAS,06:14:17,124,68
Haramara,33K,20-34,Ricardo MALACARA JIMÉNEZ,06:21:47,127,69
Haramara,33K,20-34,Bernardo DIAZ DE LEON VALDES,06:22:48,129,70
Haramara,33K,20-34,Siomara JIMENEZ,06:25:07,132,71
Haramara,33K,20-34,Juan Carlos GARCÍA FLORES,06:28:40,138,72
Haramara,33K,20-34,Carolina ESPINOZA GÓMEZ,06:31:05,140,73
Haramara,33K,20-34,Luis Fernando OVIEDO NORIA,06:31:58,142,74
Haramara,33K,20-34,Nidia IBARRA SERRANO,06:32:55,144,75
Haramara,33K,20-34,Diana MIRAMONTES INDA,06:35:38,146,76
Haramara,33K,20-34,Mateo TORRES,06:35:59,147,77
Haramara,33K,20-34,Mariana LOPEZ FRANCO,06:49:37,155,78
Haramara,33K,20-34,Valentina DE LA TORRE HIDALGO,06:49:38,156,79
Haramara,33K,20-34,Omar ARVIZU,06:49:47,157,80
Haramara,33K,20-34,Ana Cristina SOSA,06:51:46,162,81
Haramara,33K,20-34,Jose Francisco VALENCIA VELAZQUEZ,06:52:55,165,82
Haramara,33K,20-34,Sandra LAREDES,06:55:22,168,83
Haramara,33K,20-34,Paula DE LA CRUZ OCHOA,06:55:53,169,84
Haramara,33K,20-34,Paola MARTINEZ,06:58:20,170,85
Haramara,33K,20-34,Josue Fernando DE LA TORRE ELIZALDE,06:59:12,172,86
Haramara,33K,20-34,Diego HERNANDEZ RAMIREZ,07:12:19,182,87
Haramara,33K,20-34,Yadira REYES SANTILLAN,07:16:12,183,88
Haramara,33K,20-34,Luis Fernando MENDEZ BARAJAS,07:24:39,192,89
Haramara,33K,20-34,Aurora AYALA,07:31:10,195,90
Haramara,33K,20-34,Laura Alicia NAVARRO MARTINEZ,07:31:48,197,91
Haramara,33K,20-34,Grecia RANGEL ESPINOSA,07:31:55,198,92
Haramara,33K,20-34,Jose Alejandrino RAMIREZ PONCE,07:34:17,201,93
Haramara,33K,20-34,Anonymous __anon_869,07:34:20,202,94
Haramara,33K,20-34,Guillermo GRUNBERGER CASTILLEJOS,07:42:48,211,95
Haramara,33K,20-34,Darío OJEDA,07:44:02,213,96
Haramara,33K,20-34,Karen Ileana CANO ALVARADO,07:44:02,213,96
Haramara,33K,20-34,Karla Daniela SALAZAR REYES,07:45:53,216,98
Haramara,33K,20-34,Santiago LÓPEZ,07:50:03,221,99
Haramara,33K,20-34,Ivonne CARRILLO,07:54:44,224,100
Haramara,33K,20-34,Alfonso PRADO,07:54:59,225,101
Haramara,33K,20-34,Daniel FRENCH,07:55:14,227,102
Haramara,33K,20-34,Kimberly Naim CASTRO MORENO,07:55:17,228,103
Haramara,33K,20-34,Jairo Enrique GUERRERO RIVERA,07:57:19,229,104
Haramara,33K,20-34,Andrés CASTANEDA,08:12:41,237,105
Haramara,33K,20-34,David RICARDEZ,08:14:50,238,106
Haramara,33K,20-34,Fernando Efren FLORES RODRIGUEZ,08:52:35,244,107
Haramara,33K,35-39,Fernando Daniel GARCIA RODRIGUEZ,04:12:07,12,1
Haramara,33K,35-39,Orlando ORTIZ JIMÉNEZ,04:28:35,17,2
Haramara,33K,35-39,Alberto HERNANDEZ PEREZ,04:41:34,24,3
Haramara,33K,35-39,Adriana DEL MURO,04:47:53,34,4
Haramara,33K,35-39,Rubén RONQUILLO VILLEGAS,04:49:24,36,5
Haramara,33K,35-39,Jose Andres GALINDO RODRIGUEZ,04:52:37,37,6
Haramara,33K,35-39,Alamar Pandora PENA ARCEO,04:59:32,39,7
Haramara,33K,35-39,Luis Omar MORAN SERNA,05:15:53,54,8
Haramara,33K,35-39,Herculano Rafael FLORES HERNANDEZ,05:20:27,61,9
Haramara,33K,35-39,Griselda MONTOYA CRUZ,05:29:58,70,10
Haramara,33K,35-39,Daniel SIERRA MATUS,05:39:20,79,11
Haramara,33K,35-39,Judith GOMEZ,05:48:35,92,12
Haramara,33K,35-39,Jose Angel GASCA TORRES,05:49:19,93,13
Haramara,33K,35-39,Guillermo VEGA CARDENAS,05:50:02,95,14
Haramara,33K,35-39,Arturo GONZALEZ,05:53:24,97,15
Haramara,33K,35-39,Robert MACNAMARA,05:54:15,98,16
Haramara,33K,35-39,Luis Alberto LOPEZ,05:58:16,102,17
Haramara,33K,35-39,Luis Javier GOMEZ GARCIA,06:00:10,105,18
Haramara,33K,35-39,Jimmy Diego Aramis Aramis ALFARO HERNÁNDEZ,06:01:02,108,19
Haramara,33K,35-39,Christina R LARSON KOWALCZYK,06:01:39,112,20
Haramara,33K,35-39,Anonymous __anon_780,06:02:51,113,21
Haramara,33K,35-39,Constancio PEREZ,06:05:21,116,22
Haramara,33K,35-39,Maria Isabel VARGAS MUÑOZ,06:06:40,117,23
Haramara,33K,35-39,Ivan LOPEZ,06:09:53,119,24
Haramara,33K,35-39,Armando HERMOSILLO MARTINEZ NEGRETE,06:26:51,135,25
Haramara,33K,35-39,Ivette SEGURA,06:26:51,135,25
Haramara,33K,35-39,Arturo CORTEZ,06:35:19,145,27
Haramara,33K,35-39,David ALBARRÁN,06:42:00,150,28
Haramara,33K,35-39,Daniel Fernando FLORES MARTINEZ,06:46:32,153,29
Haramara,33K,35-39,Everli RODRÍGUEZ MARQUEZ,06:48:43,154,30
Haramara,33K,35-39,Francisco Javier OLIVAS AGUIRRE,06:51:23,161,31
Haramara,33K,35-39,Sandra Carolina TORRICO SANCHEZ,06:53:08,166,32
Haramara,33K,35-39,Urbano CRUZ,06:59:06,171,33
Haramara,33K,35-39,Jaime TAMAYO,07:19:05,186,34
Haramara,33K,35-39,Jose Humberto CEBALLOS VIRGEN,07:19:26,187,35
Haramara,33K,35-39,Alberto LOPEZ MACIAS,07:31:57,199,36
Haramara,33K,35-39,Yamanda KHIMA,07:36:08,203,37
Haramara,33K,35-39,Hualberto AGUIRRE,07:36:08,203,37
Haramara,33K,35-39,Ernesto Blas ARELLANO PERAZA,07:45:56,217,39
Haramara,33K,35-39,Luis PIÑON,07:51:58,223,40
Haramara,33K,35-39,Miguel Ángel MORENO ALBA,08:08:17,235,41
Haramara,33K,35-39,Paula SALINAS LOPEZ,08:37:43,240,42
Haramara,33K,40-44,Ricardo CHAVARRIA,04:01:50,5,1
Haramara,33K,40-44,Brad BUXTON,04:18:28,14,2
Haramara,33K,40-44,Maria Del Rocio Rocio FLORES CARDENAS,04:34:48,21,3
Haramara,33K,40-44,Jorge Luis FIGUEROA DE LARA,04:44:56,30,4
Haramara,33K,40-44,Enrique Harry CRUZ,04:46:47,33,5
Haramara,33K,40-44,Kevin BOHM,05:00:20,41,6
Haramara,33K,40-44,Maude BEAUCHAMP,05:01:51,43,7
Haramara,33K,40-44,Sabrina GREGOIRE,05:14:16,52,8
Haramara,33K,40-44,César Omar DIAZ MORENO,05:21:11,62,9
Haramara,33K,40-44,Ricardo VALENZUELA RANGEL,05:22:12,63,10
Haramara,33K,40-44,Luis Miguel SENDIS TORRES,05:26:56,66,11
Haramara,33K,40-44,Jaime RUBIO,05:28:07,67,12
Haramara,33K,40-44,Alejandro CRUZ ALEMAN,05:28:55,68,13
Haramara,33K,40-44,Gerardo JIMÉNEZ,05:31:21,73,14
Haramara,33K,40-44,Anonymous __anon_747,05:39:33,80,15
Haramara,33K,40-44,Mart COUTURE,05:42:09,84,16
Haramara,33K,40-44,José Víctor MARTÍNEZ CORTEZ,05:49:23,94,17
Haramara,33K,40-44,Gabino LOPEZ CHAVERO,06:01:31,110,18
Haramara,33K,40-44,Jose Luis AVALOS,06:04:28,114,19
Haramara,33K,40-44,Anonymous __anon_788,06:11:58,121,20
Haramara,33K,40-44,Amarelly FLORES,06:21:48,128,21
Haramara,33K,40-44,Guillaume DAVID,06:24:05,130,22
Haramara,33K,40-44,Ruben CABRERA,06:30:43,139,23
Haramara,33K,40-44,Arienne ROSSI,06:38:17,148,24
Haramara,33K,40-44,Diego BRIZUELA ESPINOSA,06:44:09,151,25
Haramara,33K,40-44,Diego Armando BAUTISTA SANCHEZ,06:50:10,158,26
Haramara,33K,40-44,Carolina RICO,06:52:24,163,27
Haramara,33K,40-44,Moises SANCHEZ,06:52:38,164,28
Haramara,33K,40-44,Victor Alejandro CORONA HERNÁNDEZ,07:08:46,175,29
Haramara,33K,40-44,Abba MADRIGAL,07:09:31,177,30
Haramara,33K,40-44,Marco Antonio LEDESMA TORRES,07:10:40,178,31
Haramara,33K,40-44,Sebastien GROULX,07:11:53,179,32
Haramara,33K,40-44,Magali MARTINEZ,07:12:16,181,33
Haramara,33K,40-44,Nicolas DURETZ,07:16:12,183,34
Haramara,33K,40-44,Carlo GALAVIZ,07:21:25,189,35
Haramara,33K,40-44,Maria Jannay Berenice Berenice TORRES AVELAR,07:32:09,200,36
Haramara,33K,40-44,Mariana PAZ CASTELLANOS,07:37:01,205,37
Haramara,33K,40-44,Daniel ORTIZ,07:47:29,218,38
Haramara,33K,40-44,Maria Yanga ALVAREZ SOLIS,07:48:42,220,39
Haramara,33K,40-44,Leticia ALONZO,07:57:34,230,40
Haramara,33K,40-44,Jared CAÑEDO,08:06:28,234,41
Haramara,33K,40-44,Alfonso ALEXANDRE,08:09:09,236,42
Haramara,33K,40-44,Raúl FLORES LLANITO,08:37:43,240,43
Haramara,33K,45-49,Oskar ROMERO,04:32:48,19,1
Haramara,33K,45-49,Aida Esmeralda SANTANA ZEPEDA,05:36:14,77,2
Haramara,33K,45-49,Luis Alejandro GOMEZ RUBIO,05:47:04,90,3
Haramara,33K,45-49,Anonymous __anon_773,06:00:23,106,4
Haramara,33K,45-49,María Cristina COTA,06:00:55,107,5
Haramara,33K,45-49,Carlos CONTRERAS,06:04:43,115,6
Haramara,33K,45-49,Daniel MACIEL SANCHEZ,06:11:40,120,7
Haramara,33K,45-49,Rodolfo Ignacio MORALES VAZQUEZ,06:13:58,123,8
Haramara,33K,45-49,Alejandro DE LA CRUZ,06:17:23,125,9
Haramara,33K,45-49,Ana Gabriela COVARRUBIAS SANCHEZ,06:18:52,126,10
Haramara,33K,45-49,Gabriela HERNANDEZ,06:24:33,131,11
Haramara,33K,45-49,Luis CALDERON,06:25:29,133,12
Haramara,33K,45-49,Alberto SANCHEZ,06:28:09,137,13
Haramara,33K,45-49,Octavio MARTINEZ,06:32:47,143,14
Haramara,33K,45-49,Elena Anna BARBERO,06:50:33,159,15
Haramara,33K,45-49,Emma Juliana HERNÁNDEZ TENA,06:53:41,167,16
Haramara,33K,45-49,Hugo Gabriel MARTINEZ SANDOVA,07:01:40,173,17
Haramara,33K,45-49,Victorio Isidro HERNANDEZ HERNANDEZ,07:08:46,175,18
Haramara,33K,45-49,Alejandra TREJOS BARQUERO,07:19:03,185,19
Haramara,33K,45-49,Ayme Alexandra RIVAS GODINA,07:23:29,191,20
Haramara,33K,45-49,Leonel SOLIS,07:29:19,193,21
Haramara,33K,45-49,Miguel Angel CORRALES,07:30:45,194,22
Haramara,33K,45-49,Miriam RIOS,07:37:52,207,23
Haramara,33K,45-49,Ivan Lenin MORENO RODRÍGUEZ,07:40:19,208,24
Haramara,33K,45-49,Nicole RINALDI,07:41:13,209,25
Haramara,33K,45-49,Anonymous __anon_877,07:42:34,210,26
Haramara,33K,45-49,Aron DEVAULD,07:43:57,212,27
Haramara,33K,45-49,Rodrigo ROBLES ENRIQUEZ,07:48:23,219,28
Haramara,33K,45-49,Fernando VALERIO,07:51:57,222,29
Haramara,33K,50-54,Trent MORROW,04:30:50,18,1
Haramara,33K,50-54,Francisco CALDERON,04:33:29,20,2
Haramara,33K,50-54,Raul RUIZ,06:38:48,149,3
Haramara,33K,50-54,Wenceslao GONZALEZ,07:22:05,190,4
Haramara,33K,50-54,Mayra CARACHEO MÉNDEZ,07:31:35,196,5
Haramara,33K,50-54,Karla Adriana CALDERON CABRERA,07:55:00,226,6
Haramara,33K,50-54,Daniel MAGALLANES,08:00:52,232,7
Haramara,33K,50-54,Fernando FLORES AMADOR,08:52:35,244,8
Haramara,33K,55-59,Hector TORRES,06:26:48,134,1
Haramara,33K,55-59,Manuel CONTERIO,06:50:33,159,2
Haramara,33K,55-59,Cesar DE LA GARZA GOMEZ,07:12:06,180,3
Haramara,33K,55-59,Enrique GARCÍA URBINA,07:19:31,188,4
Haramara,33K,55-59,Oscar BERNADAC,08:14:50,238,5
Haramara,33K,60-64,Meinrad WYSER,05:12:19,48,1
Haramara,33K,60-64,Primitivo HERRERA,06:31:42,141,2
Haramara,33K,60-64,Carlos GARCIA,06:45:27,152,3
Haramara,33K,60-64,Gretchen PHILLIPS,07:04:14,174,4
Haramara,33K,60-64,Blanca Adriana FERNANDEZ,07:37:04,206,5
Haramara,33K,60-64,José Alfredo IBARRA GUALO,07:45:47,215,6
Haramara,33K,60-64,Carlos MENDOZA,08:49:42,242,7
Haramara,33K,60-64,Maria Victoria ESTEVE DE MURGA,08:50:39,243,8
Haramara,33K,65-69,Jose Antonio PEREZ CASTILLO,07:57:44,231,1
Haramara,33K,65-69,Lidia Macrina ESPINOSA MANCILLA,08:05:32,233,2
Haramara,33K,U20,Maria LOPEZ,04:28:18,16,1
Nakawé,50K,20-34,Sara ALONSO,05:25:54,2,1
Nakawé,50K,20-34,David NORRIS,05:26:18,4,2
Nakawé,50K,20-34,Christopher LEVESQUE-SAVARD,05:40:23,7,3
Nakawé,50K,20-34,Roberto Carlos VARGAS VIDAURRI,05:45:05,8,4
Nakawé,50K,20-34,Diego ARNAUDA GONZALEZ,06:13:48,12,5
Nakawé,50K,20-34,Jose Luis LÓPEZ FLORES,06:19:03,13,6
Nakawé,50K,20-34,Jose Alfredo NERI RUIZ,06:22:09,14,7
Nakawé,50K,20-34,Giovanni PERFETTI SANTISTEBAN,06:25:33,15,8
Nakawé,50K,20-34,Phoebe CROSTHWAITE,06:30:02,16,9
Nakawé,50K,20-34,Jose Antonio BAUTICIA MORENO,06:43:04,17,10
Nakawé,50K,20-34,Juan Fernando CAMEY CORDON,06:59:16,20,11
Nakawé,50K,20-34,Oswaldo Damian MUÑOZ DIAZ,07:03:30,21,12
Nakawé,50K,20-34,Gustavo PICHARDO,07:06:48,22,13
Nakawé,50K,20-34,María Guadalupe FREGOSO NIEVES,07:09:20,23,14
Nakawé,50K,20-34,Victor CONTRERAS,07:10:22,24,15
Nakawé,50K,20-34,Alex RAMÍREZ,07:13:50,25,16
Nakawé,50K,20-34,Haily VALLES,07:18:05,26,17
Nakawé,50K,20-34,Killian TACHON,07:22:06,27,18
Nakawé,50K,20-34,Marc-Olivier GIROUARD,07:34:14,31,19
Nakawé,50K,20-34,Arnoldo PEREZ,07:36:32,32,20
Nakawé,50K,20-34,Luis Angel HERNANDEZ AMEZQUITA,07:37:15,33,21
Nakawé,50K,20-34,Flavius MEINECKE,07:45:58,36,22
Nakawé,50K,20-34,Zach HENDERSON,07:48:55,40,23
Nakawé,50K,20-34,Lina CHINCHILLA,07:51:16,42,24
Nakawé,50K,20-34,Yahir JARAMILLO GARCIA,07:52:31,43,25
Nakawé,50K,20-34,Carlos Eduardo OROZCO LARA,07:52:42,45,26
Nakawé,50K,20-34,Karla PICARD,08:05:32,54,27
Nakawé,50K,20-34,Hannah VARGAS,08:05:40,55,28
Nakawé,50K,20-34,Cristhian SANTOS OGGONEI,08:06:26,57,29
Nakawé,50K,20-34,Miguel HERNANDEZ,08:12:10,61,30
Nakawé,50K,20-34,Carlos CASTRO,08:12:50,62,31
Nakawé,50K,20-34,Martin Ulises VENEGAS HERNÁNDEZ,08:17:02,63,32
Nakawé,50K,20-34,Jean-Baptiste BLAISE,08:28:51,68,33
Nakawé,50K,20-34,Joelle SCOTT,08:33:18,71,34
Nakawé,50K,20-34,Marc LLONCH BLANQUE,08:38:38,78,35
Nakawé,50K,20-34,Salvador JUAREZ,08:38:40,79,36
Nakawé,50K,20-34,Raymundo MEDRANO,08:39:07,80,37
Nakawé,50K,20-34,Eduardo SAMANO,08:43:24,83,38
Nakawé,50K,20-34,Alejandro NICOLAS CHACON,08:48:39,86,39
Nakawé,50K,20-34,Charlotte HILDEBRANDT,08:49:10,87,40
Nakawé,50K,20-34,Edwin Johjan QUIROGA GUERRERO,08:50:36,88,41
Nakawé,50K,20-34,Fernando ESQUIVEL AGUIRRE,08:56:25,98,42
Nakawé,50K,20-34,Adil TICHANI,08:59:12,99,43
Nakawé,50K,20-34,Erick Emmanuel REYES NUÑEZ,09:00:44,100,44
Nakawé,50K,20-34,Marc MIRO SANS,09:01:18,101,45
Nakawé,50K,20-34,Sara SAGNIER TOMAS,09:01:18,101,45
Nakawé,50K,20-34,Ricardo ONTIVEROS,09:02:11,103,47
Nakawé,50K,20-34,Brayan TORRES,09:03:05,104,48
Nakawé,50K,20-34,Anonymous __anon_390,09:03:09,105,49
Nakawé,50K,20-34,Spencer BUSBY,09:03:25,106,50
Nakawé,50K,20-34,Julian TAPIA,09:03:33,107,51
Nakawé,50K,20-34,Yulisa FUENTES BUSTILLOS,09:03:41,108,52
Nakawé,50K,20-34,María José PANTOJA,09:06:07,110,53
Nakawé,50K,20-34,Santiago CANEL SORIA,09:10:46,113,54
Nakawé,50K,20-34,Lisa PETIT,09:12:17,115,55
Nakawé,50K,20-34,Anthony MONTREUIL,09:12:56,116,56
Nakawé,50K,20-34,Gabriel VILLENEUVE,09:12:57,117,57
Nakawé,50K,20-34,Collerette MARIANNE,09:12:57,117,57
Nakawé,50K,20-34,Manuel DUSSAULT GOMEZ,09:18:26,121,59
Nakawé,50K,20-34,Jessica QUIROZ CASTRO,09:25:06,130,60
Nakawé,50K,20-34,Aaron ORVEDAHL,09:26:45,132,61
Nakawé,50K,20-34,Erik HERNANDEZ OLALDE,09:27:27,133,62
Nakawé,50K,20-34,Paula GONZALEZ ZEPEDA,09:27:53,134,63
Nakawé,50K,20-34,Rodrigo OLAYA,09:29:03,136,64
Nakawé,50K,20-34,Madi BUDGE,09:29:35,137,65
Nakawé,50K,20-34,Maddi GROEN,09:29:35,137,65
Nakawé,50K,20-34,Aaron GARCIA,09:30:36,139,67
Nakawé,50K,20-34,Luis Angel PADILLA JIMÉNEZ,09:31:26,140,68
Nakawé,50K,20-34,Santiago PARDINAS FAVELA,09:31:32,141,69
Nakawé,50K,20-34,Anahi LAZCANO,09:31:52,142,70
Nakawé,50K,20-34,Timothé ISVY,09:31:59,143,71
Nakawé,50K,20-34,Angelica Vianney RIOS GUTIERREZ,09:37:38,146,72
Nakawé,50K,20-34,Mindy MCCUNE,09:38:05,147,73
Nakawé,50K,20-34,Mauricio GONZALEZ,09:38:40,149,74
Nakawé,50K,20-34,Ximena Magali ROSILLO CEVALLOS,09:53:06,155,75
Nakawé,50K,20-34,Roberto GARRIDO ESPINOSA,09:58:41,159,76
Nakawé,50K,20-34,Quentin CANGUILHEM,09:59:22,161,77
Nakawé,50K,20-34,James MC CARTHY,10:04:57,162,78
Nakawé,50K,20-34,Elkin DIAZ,10:05:41,163,79
Nakawé,50K,20-34,Rudy CRUZ,10:07:06,164,80
Nakawé,50K,20-34,Daniel Absalon RAMIREZ RODRIGUEZ,10:07:07,165,81
Nakawé,50K,20-34,Gerardo GODINEZ,10:12:13,170,82
Nakawé,50K,20-34,Samuel ZAMORA,10:12:13,170,82
Nakawé,50K,20-34,Kexin WANG,10:14:53,174,84
Nakawé,50K,20-34,Spencer HUNT,10:15:37,175,85
Nakawé,50K,20-34,Candy Paez NARANJO,10:18:04,183,86
Nakawé,50K,20-34,Claudio PÉREZ,10:22:39,188,87
Nakawé,50K,20-34,Carlos Alberto ORTIZ,10:29:07,194,88
Nakawé,50K,20-34,Alexandra BRYANT,10:34:46,200,89
Nakawé,50K,20-34,Juanita MERCHAN PEREZ,10:37:57,204,90
Nakawé,50K,20-34,Jesús Iván RIVERA CANTERO,10:40:20,205,91
Nakawé,50K,20-34,Eduardo Carlos HUERTA VERA,10:41:39,206,92
Nakawé,50K,20-34,Mauricio ZAYRIK,10:44:20,207,93
Nakawé,50K,20-34,Alexis Michael VERDUZCO PIMENTEL,10:45:44,210,94
Nakawé,50K,20-34,Clara Isabel SOTO RODRIGUEZ,10:46:20,211,95
Nakawé,50K,20-34,Diego PAYÁN,10:46:41,212,96
Nakawé,50K,20-34,Luis Omar DOMINGUEZ,10:53:25,219,97
Nakawé,50K,20-34,Elsa Andrea RODRIGUEZ CANALES,10:56:06,221,98
Nakawé,50K,20-34,Óscar Sebastián GARCIA DE LOS SANTOS,10:56:06,221,98
Nakawé,50K,20-34,Tabata SANCHEZ,10:58:10,226,100
Nakawé,50K,20-34,Ricardo BARRERA MORALES,10:58:15,228,101
Nakawé,50K,20-34,Hiram VELEZ,10:59:44,231,102
Nakawé,50K,20-34,César Augusto GARCES FRANCO,11:07:53,240,103
Nakawé,50K,20-34,Cristian Ruben CASIQUE GARCIA,11:07:56,241,104
Nakawé,50K,20-34,Daniel HERNÁNDEZ AGUILAR,11:10:32,249,105
Nakawé,50K,20-34,Shaun COE,11:14:38,252,106
Nakawé,50K,20-34,Salvador MINUTTI,11:25:20,260,107
Nakawé,50K,20-34,Francisco Isaí NAVARRO JUÁREZ,11:29:15,261,108
Nakawé,50K,20-34,Jose ALVAREZ JUAREZ,11:29:57,262,109
Nakawé,50K,20-34,Francisco LEÓN AVELEYRA,11:30:36,264,110
Nakawé,50K,20-34,Levi DEIKE,11:32:01,266,111
Nakawé,50K,20-34,Blanca Analy HINOJOSA LERMA,11:32:31,267,112
Nakawé,50K,20-34,Samantha Estela GONZÁLEZ FRIAS,11:35:28,271,113
Nakawé,50K,20-34,Annette Maria GONZÁLEZ FRIAS,11:35:29,272,114
Nakawé,50K,20-34,Samuel ROMÁN LUNA,11:35:36,273,115
Nakawé,50K,20-34,Alonso GOMEZ,11:39:07,274,116
Nakawé,50K,20-34,Héctor HERNÁNDEZ ANAYA,11:39:10,275,117
Nakawé,50K,20-34,Isaac Rafael AVENDAÑO CONTRERAS,11:43:51,278,118
Nakawé,50K,20-34,Dulce Erandi MONTECILLO BALDERAS,11:44:19,279,119
Nakawé,50K,20-34,Anonymous __anon_568,11:50:05,283,120
Nakawé,50K,20-34,Sergio SORIANO,11:50:54,284,121
Nakawé,50K,20-34,Rafael ORTEGA,11:59:11,290,122
Nakawé,50K,20-34,Willy RUIZ VEGA,12:01:04,292,123
Nakawé,50K,20-34,Rodrigo Antonio SAN GERMAN SALCEDO,12:06:22,296,124
Nakawé,50K,20-34,Ethan TRYHUBCZAK,12:12:00,300,125
Nakawé,50K,20-34,Ivonne Jazziel BARRIOS MARTÍNEZ,12:13:50,303,126
Nakawé,50K,20-34,Andres ORANTES ALVAREZ,12:14:29,304,127
Nakawé,50K,20-34,Jaime Orlando DAMIÁN HERNÁNDEZ,12:14:29,304,127
Nakawé,50K,20-34,Claudia Alejandra VAZQUEZ MACIAS,12:16:06,307,129
Nakawé,50K,20-34,María CALDERON,12:26:11,314,130
Nakawé,50K,20-34,Andrea Yazmin FERNÁNDEZ MORALES,12:29:57,318,131
Nakawé,50K,20-34,Pablo Andrés PINEDA CAPACHO,12:32:07,319,132
Nakawé,50K,20-34,Gilberto ROMERO DAVILA,12:38:19,323,133
Nakawé,50K,20-34,Valentina MELLADO,12:38:46,324,134
Nakawé,50K,20-34,Victoria VICENTE,12:47:22,332,135
Nakawé,50K,20-34,Bijan MATTHEWS,12:49:26,333,136
Nakawé,50K,20-34,Gabrielle SAGE,12:49:26,333,136
Nakawé,50K,20-34,Omar Alejandro CURIEL OROZCO,12:50:29,335,138
Nakawé,50K,20-34,Emily HOGAN,12:50:49,336,139
Nakawé,50K,20-34,Esther ALVARADO,13:03:43,341,140
Nakawé,50K,20-34,Alfredo ZEPEDA,13:08:43,343,141
Nakawé,50K,35-39,Juan Carlos CARERA CASAS,05:27:31,5,1
Nakawé,50K,35-39,Nicolas PALACIOS,05:29:44,6,2
Nakawé,50K,35-39,Javier JANEIRO CERDEIRA,06:06:51,9,3
Nakawé,50K,35-39,Reyna Isela RIVERA CARRILLO,06:07:50,11,4
Nakawé,50K,35-39,Carlos LEITON,07:28:06,30,5
Nakawé,50K,35-39,José ALTAMIRANO MORALES,07:42:44,35,6
Nakawé,50K,35-39,Robin RAMOS,07:48:47,39,7
Nakawé,50K,35-39,Óscar Andrés GIRALDO PELAEZ,07:52:39,44,8
Nakawé,50K,35-39,Noe VASQUEZ FLORES,08:01:52,49,9
Nakawé,50K,35-39,Josh WENNERGREN,08:04:38,52,10
Nakawé,50K,35-39,Jonathan CUESTA NAVARRETE,08:04:56,53,11
Nakawé,50K,35-39,Diego IBARRA,08:07:52,58,12
Nakawé,50K,35-39,Jose De Jesus Jesus PEREZ,08:17:04,64,13
Nakawé,50K,35-39,Eduardo MOJICA,08:26:51,67,14
Nakawé,50K,35-39,Isaac CIGARROA,08:31:30,70,15
Nakawé,50K,35-39,Mario Ivan ALCOCER DE LA ROSA,08:33:51,73,16
Nakawé,50K,35-39,Pers PONCE,08:34:33,75,17
Nakawé,50K,35-39,Leoncio MONTES HERNANDEZ,08:38:19,77,18
Nakawé,50K,35-39,Prisila PRIEGO SAUCEDO,08:45:36,85,19
Nakawé,50K,35-39,Fernando SANCHEZ,08:51:01,89,20
Nakawé,50K,35-39,Yongjin JO,08:55:00,92,21
Nakawé,50K,35-39,María Eugenia HERRERA NAVARRO,08:55:07,94,22
Nakawé,50K,35-39,Andres ORELLANA,08:55:23,95,23
Nakawé,50K,35-39,Luis GANDARA,09:10:27,112,24
Nakawé,50K,35-39,Carlos Alonso GAMBOA CASTRO,09:16:34,120,25
Nakawé,50K,35-39,Isis Jaquelin JIMENEZ VALENCIA,09:18:51,122,26
Nakawé,50K,35-39,Paul Adrian HERNANDEZ VEGA,09:18:58,123,27
Nakawé,50K,35-39,Ramon COLOSIO,09:21:48,128,28
Nakawé,50K,35-39,Jessica JUSTUS,09:28:46,135,29
Nakawé,50K,35-39,Austin BROWN,09:37:31,145,30
Nakawé,50K,35-39,Sandra Luisa LOPEZ NANDO,09:52:59,154,31
Nakawé,50K,35-39,Austin ALLAN,09:54:04,156,32
Nakawé,50K,35-39,Monica GAMARRA,09:54:16,157,33
Nakawé,50K,35-39,Mayra MAGDALENO,09:54:35,158,34
Nakawé,50K,35-39,Carolina PALMA GARCIA,10:09:47,166,35
Nakawé,50K,35-39,Juan Eduardo YANEZ GARCIA,10:10:48,167,36
Nakawé,50K,35-39,Ronald ZUMBADO VASQUEZ,10:17:09,180,37
Nakawé,50K,35-39,Miguel Ángel OLIVAS AGUIRRE,10:22:11,187,38
Nakawé,50K,35-39,Jonathan Francisco ROSAS BLANCO,10:31:50,197,39
